catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV2986,H. Cuadros,Trophis caucana (Pittier) C.C. Berg,MORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Alto El Recreo,"Corregimiento Alto El Recreo, Hacienda La Esmeralda"
TULV3704,H. Cuadros,Trophis caucana (Pittier) C.C. Berg,MORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Yotoco,Sin especificar,"Lago Calima, Hacienda Ceylan."
TULV17960,A. Castaño N.,Pseudolmedia macrophylla Trécul,MORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 16, Bosque Bernal."
TULV18000,A. Castaño N.,Brosimum alicastrum Sw.,MORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 5, individuo 15, Bosque Bernal."
TULV17823,"A. Castaño N, W. Devia",Psidium guineense Sw.,MYRTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Sin especificar,Vía Restrepo Río Grande
TULV3923,W. Devia,Epidendrum melinanthum Schltr.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Roldanillo,Sin especificar,"Quebrada El Rey, vía a El Dovio."
TULV2991,H. Cuadros,Epidendrum peperomia Rchb.f.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,La Estelia,Corregimiento La Estelia
TULV1712,W. Devia,Sobralia roezlii Rchb.f.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,La Argelia,Sin especificar,Vía La Argelia-Toro.
TULV3980,W. Devia,Sobralia roezlii Rchb.f.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bolivar,Primavera,"Vía Primavera-Trujillo, finca El Porvenir, alto de Los Viejos."
TULV4536,W. Devia,Rodriguezia granadensis (Lind.) Rchb.f.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, Plantacion La Victoria."
TULV2033,W. Devia,Pleurothallis gelida Lindl.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vereda Campo Alegre, desembocadura río Bravo."
TULV4460,P. Silverstone,Rodriguezia lanceolata Ruiz & Pav.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Sin especificar,Sin especificar,"Río Negro, (tributario del Río Blanco, drenaje del Río Surama), bosque pluvial."
TULV15557,J. M. Idrobo,Habenaria monorrhiza (Sw.) Rchb.f.,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,Al lado de la carretera. Clima cafetero.
TULV5199,C. López,Prosthechea tigrina (Linden ex Lindl.) W.E.Higgins,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Cairo,Sin especificar,Sitio llamado Galapagos.
TULV11863,"J. Smith, R. Bernal, X. Londoño, W. Devia",Erythrodes,ORCHIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart uphill and to left to CVC altitude marker"
TULV17819,"A. Castaño N, W. Devia",Passiflora,PASSIFLORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Sin especificar,Vía Restrepo Rio Grande
TULV3127,H. Cuadros,Trichostigma octandrum (L.) H.Walt.,PHYTOLACCACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Vijes,Sin especificar,Quebrada Villanueva.
TULV7539,G. Parra,Trichostigma octandrum (L.) H.Walt.,PHYTOLACCACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buga,El Vínculo,"Corregimiento El Vinculo, Estacion Biológica, en orilla de canada conservada."
TULV17995,A. Castaño N.,Piper,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 58, Bosque Bernal."
TULV17997,A. Castaño N.,Piper,PIPERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 63, Bosque Bernal."
TULV6784,"L. G. Clark, X. Londoño",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Quindío,Calarcá,Sin especificar,"La Linea, about 0.8 Km. above sing for Estacion Campanario."
TULV6785,"L. G. Clark, X. Londoño",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Quindío,Calarcá,Sin especificar,"La Linea, about 0.8 Km. above sing for Estacion Campanario."
TULV11658,"L. G. Clark, X. Londoño",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Tolima,Cajamarca,Sin especificar,"Highway from La Linea to Ibague, 20.6 Km. W of Cajamarca."
TULV11655,"L. G. Clark, X. Londoño",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Tolima,Cajamarca,Sin especificar,"Highway from La Linea to Ibague, 20.6 Km. W of Cajamarca."
TULV11530,"X. Londoño, L. P. Kvist",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Boyacá,Duitama,Sin especificar,"A 34 Km. via Duitama-Charala, despues del Paramo de la Rusia."
TULV17934,F. A. McClure,Guadua amplexifolia J.Presl,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Venezuela,Carabobo,Valencia,Sin especificar,"Collected just east of the railroad station La Entrada, north of Valencia."
TULV17935,F. A. McClure,Guadua amplexifolia J.Presl,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Venezuela,Carabobo,Valencia,Sin especificar,"Collected just east of the railroad station La Entrada, north of Valencia."
TULV9972,J. R. Swallen,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,Sin especificar,USA,Louisiana USA,Kisatche,Sin especificar,"PLANTS OF LOUISIANA. Rapides Parish, Evangeline Division, Kisatche National Forest."
TULV10002,A. C. Smith,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,Sin especificar,USA,Trinidad,Arima,Sin especificar,"PLANTS OF THE WEST INDIES. Crest of Northern Range between Arima-Blanchisseuse Road and Morne Bleu, dense crest forest."
TULV8975,"L. G. Clark, M. S. Clark, J. Cavelier, K. Orbahr",Chusquea serrulata Pilg.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Cundinamarca,Une,Sin especificar,"Une-Gutierrez road, eastern slope of the Cordillera Oriental."
TULV17047,X. Londoño & L. Clark,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Amalfi,Sin especificar,"Km.12,5 de la vía Amalfi - Porce"
TULV17045,X. Londoño & L. Clark,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Amalfi,Sin especificar,"Km.12,5 de la vía Amalfi - Porce"
TULV17046,X. Londoño & L. Clark,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Amalfi,Sin especificar,"Km.12,5 de la vía Amalfi - Porce"
TULV17044,X. Londoño & L. Clark,Arthrostylidium pubescens Rupr.,POACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Amalfi,Sin especificar,"Km.12,5 de la vía Amalfi - Porce"
TULV18012,A. Castaño N.,Coccoloba,POLYGONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buga,Sin especificar,Bosque Las Chatas
TULV17961,A. Castaño N.,Geissanthus,PRIMULACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 17, Bosque Bernal."
TULV5068,W. Devia,Myrsine pellucida (Ruiz & Pav.) Spreng.,PRIMULACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano"
TULV17981,A. Castaño N.,Cybianthus,PRIMULACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 3, individuo 35, Bosque Bernal."
TULV6602,W. Devia,Prunus integrifolia (C. Presl.) Walp.,ROSACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Madroñal,"Corregimiento Madroñal, Finca de Villalobos"
TULV17966,A. Castaño N.,Alibertia,RUBIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 44, Bosque Bernal."
TULV4955,W. Devia,Posoqueria latifolia (Rudge) Schult.,RUBIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano"
TULV12600,"W. Devia, C. M. Taylor, A. Cogollo, A. Cruz",Posoqueria latifolia (Rudge) Schult.,RUBIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Biogeográfica del Choco. Montaje parcelas permanentes Investigación-Cuad.:25,  Ind: 494"
TULV4273,P. Silverstone,Posoqueria latifolia (Rudge) Schult.,RUBIACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Valle del río Bravo, cerca de Playa Rica."
TULV17748,"A. Castaño N, W. Devia",Zanthoxylum,RUTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Caldas,Pácora,Sin especificar,"Vía Pacora La felisa, potrero frente a Marmato"
TULV17803,"A. Castaño N, W. Devia",Zanthoxylum caribaeum Lam.,RUTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Obando,San Isidro,"Obando Via San Isidro, finca Cristales"
TULV17804,"A. Castaño N, W. Devia",Amyris pinnata Kunth,RUTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Obando,San Isidro,"Obando Via San Isidro, finca Cristales"
TULV17992,A. Castaño N.,Amyris,RUTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 35, Bosque Bernal."
TULV17771,"A. Castaño N, W. Devia",Casearia,SALICACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Zarzal,Vallejuelo,Vía Vallejuelo Taguales
TULV17948,A. Castaño N.,Talisia,SAPINDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 1, individuo 17, Bosque Bernal."
TULV17984,A. Castaño N.,Talisia,SAPINDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 2, Bosque Bernal."
TULV17775,"A. Castaño N, W. Devia",Chrysophyllum argenteum Jacq.,SAPOTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Zarzal,Vallejuelo,Vía Vallejuelo Taguales
TULV17943,A. Castaño N.,Pouteria durlandii (Standl.) Baehni,SAPOTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 1, individuo 2, Bosque Bernal."
TULV17967,A. Castaño N.,Pouteria durlandii (Standl.) Baehni,SAPOTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 47, Bosque Bernal."
TULV17970,A. Castaño N.,Pouteria durlandii (Standl.) Baehni,SAPOTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 52, Bosque Bernal."
TULV17971,A. Castaño N.,Pouteria durlandii (Standl.) Baehni,SAPOTACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 2, individuo 53, Bosque Bernal."
TULV17951,A. Castaño N.,Siparuna cervicornis Perkins,SIPARUNACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 1, individuo 27, Bosque Bernal."
TULV17946,A. Castaño N.,Turpinia occidentalis (Sw) G.Don,STAPHYLEACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 1, individuo 9, Bosque Bernal."
TULV1539,W. Devia,Thelypteris,THELYPTERIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Bocatoma Acueducto Mpal, Noroeste de Versalles, finca Maribel."
TULV8670,T. B. Croat,Thelypteris,THELYPTERIDACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Istmina,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Choco), along Quebrada Anton, 15 Km. W of Sta. Cecilia, 6 Km. W of Choco-Risaralda border, ca. 20 Km. E of Playa del Oro, along stream."
TULV17821,"A. Castaño N, W. Devia",Daphnopsis americana (Mill.) J.R.Johnst.,THYMELAEACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Sin especificar,Vía Restrepo Rio Grande
TULV17985,A. Castaño N.,Daphnopsis,THYMELAEACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 8, Bosque Bernal."
TULV17987,A. Castaño N.,Ampelocera macphersonii Todzia,ULMACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 20, Bosque Bernal."
TULV1869,L. E. Forero,Fusispermum minutiflorum Cuatrec.,VIOLACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Palestina,Sin especificar,"Hoya del río San Juan, Quebrada Taparal,"
TULV11285,"K. S. Edwards, W. Devia",Drimys granadensis L.f.,WINTERACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"El Crucero, above Santa Lucia."
