#,Nombre,Número de Catálogo,Colector(es),Reino,Phylum,Clase,Orden,Familia,Género,País,Departamento,Municipio,Localidad,Latitud,Longitud
1,Achatocarpus nigricans Triana,TULV17802,"A. Castaño N, W. Devia",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,ACHATOCARPACEAE,Achatocarpus,Colombia,Valle del Cauca,Obando,"Obando Via San Isidro, finca Cristales","04°34'02.2""N","75°57'45.3""W"
1179,Callicarpa acuminata Kunth,TULV17744,"A. Castaño N., W. Devia",Plantae,Magnoliophyta,Magnoliopsida,Lamiales,LAMIACEAE,Callicarpa,Colombia,Caldas,Aguadas,Orilla de la carretera La Pintada Aguadas,"05°43'33.89''N","75°34'37.43''W"
1180,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV15990,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1181,Beilschmiedia,TULV15991,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1182,Beilschmiedia,TULV15992,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1183,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV15993,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1184,Cinnamomum,TULV15996,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1185,Beilschmiedia,TULV15998,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1186,Beilschmiedia,TULV16000,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1187,Beilschmiedia,TULV16009,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1188,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV16016,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1189,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV16017,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1190,Beilschmiedia,TULV16018,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1191,Beilschmiedia,TULV16019,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1192,Nectandra,TULV16021,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1193,Beilschmiedia pendula (Sw.) Hemsl.,TULV16023,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1194,Beilschmiedia pendula (Sw.) Hemsl.,TULV16026,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1195,Beilschmiedia,TULV16027,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1196,Cinnamomum,TULV16029,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1197,Nectandra  reticulata Mez,TULV16030,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1198,Nectandra,TULV16033,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1199,Beilschmiedia,TULV16035,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1200,Ocotea,TULV16038,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1201,Beilschmiedia,TULV16043,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1202,Cinnamomum,TULV16044,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1203,Beilschmiedia pendula (Sw.) Hemsl.,TULV16045,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1204,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV16048,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1205,Ocotea,TULV16051,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1206,Beilschmiedia pendula (Sw.) Hemsl.,TULV16052,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1207,Nectandra,TULV16054,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1208,Beilschmiedia pendula (Sw.) Hemsl.,TULV16056,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1209,Nectandra purpurea (Ruiz & Pav.) Mez,TULV16060,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1210,Beilschmiedia,TULV16064,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1211,Beilschmiedia,TULV16065,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1212,Nectandra  purpurea (Ruiz & Pav.) Mez,TULV16067,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra ,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1213,Beilschmiedia Sulcata (Ruiz & Pav.) Kosterm.,TULV16069,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
1214,Nectandra,TULV334,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Tuluá,"Hacienda Santa Lucia, riberas del río Morales.","03°56'00''N","75°56'00''W"
1215,Nectandra,TULV388,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,La Paila,"Corregimiento Paila Arriba, Quebrada San Pablo, Hacienda San Marcos.","04°13'00''N","76°00'00''W"
1216,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV3624,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Bolívar,Carmen de Bolívar,"Vía Carmen de Bolivar, alto La Causona.",Sin especificar,Sin especificar
1217,Nectandra turbacensis (Kunth) Nees,TULV3682,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Bolívar,Cartagena,Jardín Botánico Guillermo Pineres.,Sin especificar,Sin especificar
1218,Nectandra,TULV8792,D. D. Soejarto,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Antioquia,Anorí,"Corregimiento Providencia, Valle del río Anori, entre Dos Bocas y Anori. Zona transicional entre bosque humedo y muy humedo tropical montanoso.",Sin especificar,Sin especificar
1219,Nectandra reticulata Mez,TULV12571,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Cauca,El Tambo,A 3 Km. vía Parque Nacional Munchique.,"02°28'00.00''N","76°49'00''W"
1220,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV12572,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Cauca,El Tambo,A 3 Km. vía Parque Nacional Munchique.,"02°28'00.00''N","76°49'00''W"
1221,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV13296,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Cauca,El Tambo,A 3 Km. vía Parque Nacional Munchique.,"02°28'00.00''N","76°49'00''W"
1222,Nectandra reticulata Mez,TULV13297,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Cauca,El Tambo,A 3 Km. vía Parque Nacional Munchique.,"02°28'00.00''N","76°49'00''W"
1223,Nectandra lineata (Kunth) Rohwer,TULV14965,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Corregimiento Salónica, Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1224,Persea caerulea (Ruiz & Pav.) Mez,TULV14975,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,Riofrío,"Salónica, Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1225,Beilschmiedia sulcata (Ruiz & Pav.) Kosterm.,TULV15061,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,La Vigoroza - Finca La Mariela,Sin especificar,Sin especificar
1226,Beilschmiedia sulcata (Ruiz & Pav.) Kosterm.,TULV15080,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1227,Ocotea macropoda (Kunth) Mez,TULV17496,A. Castaño N.,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Tuluá,"Jardín Botánico Juan María Céspedes, Parcela Permanente de Monitoreo","04°01'38.81''N","76°09'36.48''W"
1228,Ocotea macropoda (Kunth) Mez,TULV17535,A. Castaño N.,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Tuluá,"Jardín Botánico Juan María Céspedes, Parcela Permanente de Monitoreo","04°01'38.81''N","76°09'36.48''W"
1229,Ocotea veraguensis (Meisn.) Mez,TULV2935,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Buga,"Estación Biológica, reserva forestal.","03°49'00''N","76°18'00''W"
1230,Beilschmiedia,TULV1023,H. Murphy,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Buga,Vía Darien.,Sin especificar,Sin especificar
1231,Cinnamomum triplinerve (Ruiz & Pav.) kosterm.,TULV13306,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,San Pedro,A 5 Km. vía San Pedro a Buenos Aires.,"03°59'34''N","76°12'16''W"
1232,Nectandra turbacensis (Kunth) Nees,TULV13307,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,San Pedro,A 1 Km. vía San Pedro a Buenos Aires.,"03°59'03''N","76°12'50''W"
1233,Cinnamomum triplinerve (Ruiz & Pav.) kosterm.,TULV13308,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,El Cerrito,"A 4 Km. via Ginebra-Santa Elena, Vereda Zabaletas-La Selva, familia Arce.","03°41'15''N","76°15'55''W"
1234,Cinnamomum triplinerve (Ruiz & Pav.) kosterm.,TULV13309,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,El Cerrito,"A 4 Km. via Ginebra-Santa Elena, Vereda Zabaletas-La Selva, familia Arce.","03°41'15''N","76°15'55''W"
1235,Nectandra turbacensis (Kunth) Nees,TULV13310,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Cerrito,"A 4 Km. via Ginebra-Santa Elena, Vereda Zabaletas-La Selva, familia Arce.","03°41'15''N","76°15'55''W"
1236,Licaria,TULV13315,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,La Victoria,"Vía Holguin-Miravalle, Km. 2.","04°30'43''N","75°58'10''W"
1237,Persea caerulea (Ruiz & Pav.) Mez,TULV13316,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,La Victoria,Vía Corozal-Miravalle. Km. 11.,"04°27'20''N","75°55'48''W"
1238,Licaria,TULV13342,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Tuluá,A 5 Km. vía Tuluá-Basurero Verdum.,"04°06'38''N","76°08'26''W"
1239,Ocotea veraguensis (Meisn.) Mez,TULV13353,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Toro,"A 1 Km. de Toro, Quebrada San Lazaro.","4°36'34.24""N","76°4'47.02""O"
1240,Beilschmiedia,TULV13358,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Sevilla,Parque Recreacional alto El Recreo.,"04°16'31''N","75°55'03''W"
1241,Persea caerulea (Ruiz & Pav.) Mez,TULV13361,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,Roldanillo,"A 6 Km. via Roldanillo-El Dovio, orilla del camino.","04°26'15''N","76°10'20''W"
1242,Cinnamomum,TULV13365,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Riofrío,"Vereda Hato Viejo, vía Panorama, Hacienda San Bernardo, Familia Holguin.","04°12'20''N","76°14'20''W"
1243,Nectandra lineata (Kunth) Rohwer,TULV13370,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Roldanillo,A 3 Km. vía Roldanillo-La Tulia.,"04°24'29''N","76°10'05''W"
1244,Nectandra turbacensis (Kunth) Nees,TULV13378,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Tuluá,Jardín Botánico Juan María Céspedes,"04°01'42''N","76°10'08''W"
1245,Ocotea veraguensis (Meisn.) Mez,TULV13379,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Tuluá,Jardín Botánico Juan María Céspedes,"04°01'42''N","76°10'08''W"
1246,Nectandra turbacensis (Kunth) Nees,TULV13384,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Tuluá,Vereda Puente Zinc.,"04°01'42''N","76°10'08''W"
1247,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV13391,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Palmira,Reserva Nirvana.,"03°28'28''N","76°11'32''W"
1248,Persea caerulea (Ruiz & Pav.) Mez,TULV13778,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,Riofrío,"Terrenos compania de electricidad, vía Riofrío-Salónica.","04°09'53''N","76°19'18''W"
1249,Persea caerulea (Ruiz & Pav.) Mez,TULV13808,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,Riofrío,"Terrenos compania de electricidad, vía Riofrío-Salónica.","04°09'53''N","76°19'18''W"
1250,Ocotea macrophylla Kunth,TULV14936,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Riofrío,"Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1251,Nectandra,TULV14961,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1252,Pleurothyrium,TULV14967,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Pleurothyrium,Colombia,Valle del Cauca,Riofrío,"Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1253,Pleurothyrium,TULV14969,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Pleurothyrium,Colombia,Valle del Cauca,Riofrío,"Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1254,Nectandra,TULV14973,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Vereda Las Melenas, frente a la finca las Delicias","04°10'12''N","76°21'00''W"
1255,Ocotea,TULV14993,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Riofrío,"Vereda Guayabal, Finca la Selva","04°09'00''N","76°21'00''W"
1256,Persea caerulea (Ruiz & Pav.) Mez,TULV15029,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Persea,Colombia,Valle del Cauca,Riofrío,"Parte alta  Vereda San Alfonso, Cerca de la Vereda Las Brisas,Cuenca del río Volcanese",Sin especificar,Sin especificar
1257,Beilschmiedia costaricensis (Mez & Pittier) C.K.Allen,TULV15056,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,La Vigoroza - Finca La Mariela,Sin especificar,Sin especificar
1258,Beilschmiedia costaricensis (Mez & Pittier) C.K.Allen,TULV15075,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Corregimiento Salónica, Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1259,Beilschmiedia costaricensis (Mez & Pittier) C.K.Allen,TULV15076,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1260,Beilschmiedia costaricensis (Mez & Pittier) C.K.Allen,TULV15093,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1261,Beilschmiedia costaricensis (Mez & Pittier) C.K.Allen,TULV15096,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1262,Ocotea,TULV15104,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Riofrío,"Río Volcanes, Finca la Profunda","04°07'00''N","76°22'48''W"
1263,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV15977,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Toro,"Finca la Sonora, Vereda Guachal","04°39'35''N","76°03'45''W"
1264,Licaria,TULV15983,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Toro,"Finca la Sonora, Vereda Guachal","04°39'35''N","76°03'45''W"
1265,Nectandra,TULV1617,G. Parra,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Buga,"Estación Biológica, en cerco al pie de carretera.","03°49'00''N","76°18'00''W"
1266,Nectandra,TULV1618,G. Parra,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Buga,"Estación Biológica, en cerco al pie de carretera.","03°49'00''N","76°18'00''W"
1267,Cinnamomum,TULV16193,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Zarzal,Hacienda El Medio,Sin especificar,Sin especificar
1268,Nectandra turbacensis (Kunth) Nees,TULV16207,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Zarzal,Hacienda El Medio,Sin especificar,Sin especificar
1269,Nectandra,TULV1630,G. Parra,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Buga,"Estación Biológica, en cerco al pie de carretera.","03°49'00''N","76°18'00''W"
1270,Nectandra,TULV1633,G. Parra,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Buga,"Estación Biológica, en cerco al pie de carretera.","03°49'00''N","76°18'00''W"
